,user_id,recomendations
937,938,"[1034176, 872137, 1070803, 990797, 1087102]"
938,939,"[863762, 1070803, 5569230, 13841744, 1092026]"
939,940,"[1002787, 872137, 1070803, 1110042, 1029624]"
940,941,"[959737, 872137, 820486, 6464166, 5568378]"
941,942,"[1110111, 1117219, 1082185, 1015539, 1014388]"
942,943,"[1129049, 1070803, 916122, 940090, 1085604]"
943,944,"[5569615, 872137, 1070803, 899115, 1101010]"
944,945,"[848029, 872137, 1070803, 1043751, 12263788]"
945,946,"[836445, 1070803, 5569230, 832678, 944534]"
946,947,"[1134483, 872137, 1070803, 895930, 1101010]"
947,948,"[874972, 1029743, 1082185, 951590, 1127831]"
948,949,"[833940, 1070803, 1117219, 13115579, 829001]"
949,950,"[1013928, 1070803, 5569230, 1119761, 1006184]"
950,951,"[5569615, 872137, 919534, 1048462, 1029743]"
951,952,"[919766, 1070803, 1117219, 1075368, 1053690]"
952,953,"[933354, 1070803, 951590, 877310, 903233]"
953,954,"[874972, 872137, 919534, 1082185, 1127831]"
954,955,"[836445, 1070803, 5569230, 941856, 12577242]"
955,956,"[1057749, 1117219, 1070803, 1130375, 1022254]"
956,957,"[917384, 1117219, 1070803, 926206, 5592931]"
957,958,"[874972, 1029743, 1082185, 951590, 1127831]"
958,959,"[1118623, 872137, 1070803, 977344, 1010164]"
959,960,"[874972, 1070803, 1127831, 886395, 856166]"
960,961,"[917384, 1070803, 1117219, 956672, 891648]"
961,962,"[8203342, 911017, 1082185, 880427, 10456568]"
962,963,"[874972, 1082185, 1106523, 951590, 1127831]"
963,964,"[826666, 918046, 1070803, 1044188, 1106523]"
964,965,"[852015, 872137, 1082185, 12301100, 944534]"
965,966,"[874972, 872137, 919534, 1029743, 1017369]"
966,967,"[874972, 1029743, 1082185, 951590, 1127831]"
967,968,"[1000753, 1070803, 951590, 839094, 1075368]"
968,969,"[863762, 872137, 919534, 989249, 1029743]"
969,970,"[874972, 1029743, 1082185, 951590, 1127831]"
970,971,"[878715, 1070803, 1127831, 1075368, 1061982]"
971,972,"[874972, 872137, 919534, 982790, 832678]"
972,973,"[1015785, 1070803, 951590, 1011312, 1094924]"
973,974,"[874972, 951590, 995242, 1082185, 1127831]"
974,975,"[959737, 872137, 820486, 1027835, 5569471]"
975,976,"[826666, 1070803, 1044078, 837339, 9392700]"
976,977,"[1118623, 872137, 868888, 893501, 1011300]"
977,978,"[1079913, 1070803, 5569230, 1095040, 971585]"
978,979,"[8203342, 951590, 981760, 1034956, 990656]"
979,980,"[1129049, 872137, 1082185, 1047968, 1096261]"
980,981,"[1013928, 872137, 1070803, 1092937, 5582712]"
981,982,"[956599, 1117219, 1070820, 1054030, 885697]"
982,983,"[879734, 1117219, 1070803, 12577242, 1102416]"
983,984,"[874972, 872137, 918046, 1053690, 1013641]"
984,985,"[1014732, 1070803, 5569230, 907647, 993466]"
985,986,"[1004436, 872137, 1068957, 1116635, 1098910]"
986,987,"[1065538, 1070803, 1127831, 986912, 916122]"
987,988,"[1057749, 1068957, 1070803, 1044188, 1102067]"
988,989,"[852015, 868888, 951590, 8090509, 986912]"
989,990,"[874972, 1029743, 1082185, 951590, 1127831]"
990,991,"[874972, 872137, 919534, 1026118, 5585510]"
991,992,"[874972, 872137, 919534, 871440, 896369]"
992,993,"[5568758, 1070803, 1044078, 8090541, 1101010]"
993,994,"[874972, 951590, 1127831, 1029743, 1082185]"
994,995,"[874972, 1082185, 1106523, 951590, 1127831]"
995,996,"[948670, 872137, 918046, 9296919, 1043751]"
996,997,"[878715, 872137, 1070803, 10456371, 10456575]"
997,998,"[1000753, 1070803, 1126899, 1037840, 901460]"
998,999,"[947858, 872137, 1070803, 1078741, 8090532]"
999,1000,"[9677366, 872137, 1070803, 1076065, 12427353]"
1000,1001,"[874972, 872137, 1070803, 1125382, 1135834]"
1001,1002,"[874972, 872137, 951590, 845319, 1134161]"
1002,1003,"[947858, 1070803, 916122, 872137, 1115098]"
1003,1004,"[849202, 1107760, 872137, 961620, 10344971]"
1004,1005,"[12731685, 872137, 1082185, 992529, 819308]"
1005,1006,"[874972, 872137, 919534, 1051516, 5568072]"
1006,1007,"[1069312, 872137, 1070803, 1106428, 835619]"
1007,1008,"[874972, 872137, 919534, 910473, 1110572]"
1008,1009,"[874972, 1029743, 1082185, 951590, 1127831]"
1009,1010,"[906335, 872137, 1070803, 1052912, 862349]"
1010,1011,"[1004436, 1070803, 1082185, 891423, 944836]"
1011,1012,"[968072, 1070803, 951590, 8181477, 1082185]"
1012,1013,"[874972, 1029743, 1127831, 1082185, 951590]"
1013,1014,"[948670, 1067443, 1126899, 911974, 7024830]"
1014,1015,"[1048257, 1070803, 951590, 1125943, 986912]"
1015,1016,"[1110111, 872137, 1070803, 1111786, 1053628]"
1016,1017,"[10198378, 820486, 911017, 1102829, 8090537]"
1017,1018,"[1065538, 1070803, 916122, 862732, 952317]"
1018,1019,"[1015785, 872137, 1070803, 1028816, 1043663]"
1019,1020,"[9524291, 868888, 911017, 946995, 833724]"
1020,1021,"[1110111, 1070803, 951590, 10344971, 10344585]"
1021,1022,"[874972, 1029743, 1082185, 951590, 1127831]"
1022,1023,"[919766, 1107760, 1117219, 936830, 974204]"
1023,1024,"[1038663, 1070803, 1029743, 1043751, 847982]"
1024,1025,"[12810389, 1070803, 951590, 1060673, 982493]"
1025,1026,"[874972, 1127831, 995242, 1082185, 951590]"
1026,1027,"[12731432, 1070803, 951590, 899624, 981760]"
1027,1028,"[874972, 1029743, 951590, 1082185, 1127831]"
1028,1029,"[1048257, 1070803, 951590, 964521, 885290]"
1029,1030,"[874972, 1029743, 1127831, 1082185, 951590]"
1030,1031,"[874972, 1029743, 981760, 1082185, 951590]"
1031,1032,"[874972, 872137, 919534, 1110572, 1029743]"
1032,1033,"[9835223, 872137, 1070803, 840361, 1051516]"
1033,1034,"[874972, 1029743, 951590, 1082185, 1127831]"
1034,1035,"[874972, 1029743, 1082185, 951590, 1127831]"
1035,1036,"[874972, 1029743, 951590, 1082185, 1127831]"
1036,1037,"[12262830, 872137, 919534, 1115098, 8090556]"
1037,1038,"[874972, 1029743, 1082185, 951590, 1127831]"
1038,1039,"[1021324, 1070803, 916122, 884686, 831063]"
1039,1040,"[849202, 1070803, 5569230, 999090, 957420]"
1040,1041,"[1038663, 1117219, 5569230, 965693, 941883]"
1041,1042,"[860248, 1070803, 1029743, 1048352, 856252]"
1042,1043,"[874972, 1029743, 1082185, 951590, 1127831]"
1043,1044,"[874972, 1029743, 1082185, 951590, 1127831]"
1044,1045,"[906844, 1070803, 894360, 1043663, 931255]"
1045,1046,"[12262830, 1070803, 1082185, 1135552, 916758]"
1046,1047,"[12262978, 872137, 1082185, 1110572, 844179]"
1047,1048,"[874972, 1029743, 951590, 1082185, 1127831]"
1048,1049,"[1000753, 872137, 1070803, 1082212, 1108131]"
1049,1050,"[970866, 1070803, 1127831, 972312, 868764]"
1050,1051,"[874972, 872137, 919534, 1082185, 951590]"
1051,1052,"[874972, 1029743, 1082185, 951590, 1127831]"
1052,1053,"[8203342, 872137, 1070803, 835279, 971922]"
1053,1054,"[874972, 1070803, 5569230, 6463520, 872137]"
1054,1055,"[874972, 872137, 1070803, 1041796, 1082185]"
1055,1056,"[1038663, 1070803, 1082185, 998206, 882604]"
1056,1057,"[919766, 872137, 1070803, 916990, 1107553]"
1057,1058,"[1129049, 1070803, 1082185, 1038462, 1085604]"
1058,1059,"[874972, 1029743, 951590, 1082185, 1127831]"
1059,1060,"[12262978, 1070803, 1082185, 849505, 1115098]"
1060,1061,"[826666, 1070803, 1127831, 13841744, 832678]"
1061,1062,"[906335, 872137, 1070803, 8014645, 5565784]"
1062,1063,"[1013928, 872137, 1070803, 1082185, 999104]"
1063,1064,"[1054402, 1070803, 1117219, 825176, 9836460]"
1064,1065,"[1103808, 1070803, 1117219, 1041796, 9881592]"
1065,1066,"[933354, 1048237, 1070803, 924352, 885290]"
1066,1067,"[974156, 1070803, 918046, 8090532, 893501]"
1067,1068,"[1000753, 872137, 1070803, 1096317, 951590]"
1068,1069,"[904129, 872137, 1070803, 865456, 1029743]"
1069,1070,"[860248, 1068957, 1070803, 856345, 7167945]"
1070,1071,"[874972, 872137, 1070803, 983078, 1119399]"
1071,1072,"[930283, 1070803, 1127831, 907662, 937791]"
1072,1073,"[1002787, 1070803, 951590, 1013597, 923789]"
1073,1074,"[874972, 1117219, 1070803, 10344585, 990656]"
1074,1075,"[12731685, 872137, 1082185, 909894, 1029743]"
1075,1076,"[1034176, 872137, 1070803, 1036347, 1084968]"
1076,1077,"[874972, 872137, 1070803, 879504, 909338]"
1077,1078,"[1118623, 1048237, 1070803, 6034577, 1011300]"
1078,1079,"[874972, 1029743, 951590, 1082185, 1127831]"
1079,1080,"[866548, 872137, 1070803, 8090537, 12384775]"
1080,1081,"[12262978, 1070803, 1126899, 927860, 1023226]"
1081,1082,"[917384, 872137, 1070803, 910473, 7441210]"
1082,1083,"[959737, 872137, 1082185, 933835, 897125]"
1083,1084,"[1013928, 872137, 1070803, 843744, 1121624]"
1084,1085,"[874972, 911017, 1070803, 1135460, 897953]"
1085,1086,"[12731685, 872137, 1070803, 1082185, 844179]"
1086,1087,"[12731432, 1070803, 878996, 962229, 1081177]"
1087,1088,"[982469, 872137, 911017, 997011, 1045478]"
1088,1089,"[982469, 872137, 1070803, 1006483, 951590]"
1089,1090,"[874972, 872137, 919534, 916122, 9333734]"
1090,1091,"[1021324, 1070803, 854852, 1060408, 12302069]"
1091,1092,"[874972, 872137, 1070803, 1085604, 1128016]"
1092,1093,"[874972, 872137, 1070803, 844165, 940766]"
1093,1094,"[899019, 820486, 1070803, 983795, 1011832]"
1094,1095,"[874972, 1029743, 1082185, 951590, 1127831]"
1095,1096,"[1048507, 872137, 1070803, 900703, 1090676]"
1096,1097,"[982469, 1070803, 1082185, 857130, 1121360]"
1097,1098,"[864893, 1070803, 1117219, 851468, 1102416]"
1098,1099,"[826666, 872137, 1070803, 911017, 1097239]"
1099,1100,"[1034176, 872137, 919534, 1085604, 1139651]"
1100,1101,"[874972, 1082185, 1106523, 951590, 1127831]"
1101,1102,"[906844, 1070803, 951590, 1086483, 865456]"
1102,1103,"[1071302, 1082185, 1127831, 862535, 1007269]"
1103,1104,"[874972, 1070803, 951590, 901460, 1065979]"
1104,1105,"[874972, 1029743, 951590, 1082185, 1127831]"
1105,1106,"[1129049, 872137, 919534, 1082185, 1037840]"
1106,1107,"[874972, 872137, 1070803, 1065331, 1070820]"
1107,1108,"[874972, 872137, 919534, 1063739, 1092264]"
1108,1109,"[948670, 1070803, 1082185, 1109014, 1046816]"
1109,1110,"[833940, 872137, 1070803, 948650, 916122]"
1110,1111,"[1021324, 1070803, 1126899, 5566809, 1028816]"
1111,1112,"[874972, 1106523, 951590, 1082185, 1127831]"
1112,1113,"[860248, 1117219, 1070803, 1028816, 996156]"
1113,1114,"[874972, 872137, 1082185, 951197, 1060673]"
1114,1115,"[874972, 1029743, 981760, 1082185, 951590]"
1115,1116,"[5568758, 911017, 1070803, 8090509, 943233]"
1116,1117,"[866548, 1070803, 1127831, 1135868, 1081177]"
1117,1118,"[864893, 872137, 1082185, 963971, 1008814]"
1118,1119,"[1075007, 1070803, 5569230, 940947, 850807]"
1119,1120,"[5568758, 1117219, 1070803, 896613, 845109]"
1120,1121,"[874972, 1070803, 951590, 1092937, 6979545]"
1121,1122,"[874972, 1029743, 1082185, 951590, 1127831]"
1122,1123,"[1054402, 1117219, 1082185, 962229, 1041796]"
1123,1124,"[852015, 1070803, 1127831, 879755, 1115228]"
1124,1125,"[968072, 872137, 1070803, 857130, 888532]"
1125,1126,"[826666, 872137, 1070803, 917033, 849003]"
1126,1127,"[829291, 872137, 1070803, 1069979, 1102416]"
1127,1128,"[1015785, 1070803, 1127831, 1044188, 999198]"
1128,1129,"[1021324, 872137, 1082185, 909714, 1126899]"
1129,1130,"[879734, 918046, 1117219, 1093413, 6979089]"
1130,1131,"[864893, 1070803, 5569230, 1075368, 940766]"
1131,1132,"[836445, 1070803, 1127831, 922561, 1021562]"
1132,1133,"[874972, 872137, 1117219, 1082185, 845109]"
1133,1134,"[948670, 1070803, 951590, 897088, 901062]"
1134,1135,"[874972, 872137, 1070803, 1053690, 851865]"
1135,1136,"[9835223, 1070803, 1127831, 962229, 907631]"
1136,1137,"[1000753, 872137, 1070803, 885290, 914318]"
1137,1138,"[5995129, 872137, 1070803, 1015539, 15926886]"
1138,1139,"[833940, 1070803, 951590, 856942, 833724]"
1139,1140,"[1048257, 872137, 1082185, 1081177, 1029743]"
1140,1141,"[874972, 872137, 1070803, 879755, 907631]"
1141,1142,"[878715, 1048237, 1029743, 963835, 995965]"
1142,1143,"[874972, 872137, 919534, 1125123, 1020823]"
1143,1144,"[874972, 1029743, 1082185, 951590, 1127831]"
1144,1145,"[879734, 1070803, 854852, 975649, 986912]"
1145,1146,"[836445, 1070803, 1082185, 944139, 1026118]"
1146,1147,"[5569615, 868888, 1070803, 1016800, 1134810]"
1147,1148,"[874972, 872137, 919534, 871754, 1070803]"
1148,1149,"[874972, 872137, 919534, 1026118, 1082185]"
1149,1150,"[874972, 951590, 995242, 1082185, 1127831]"
1150,1151,"[982469, 872137, 1070803, 916122, 832678]"
1151,1152,"[1110111, 872137, 1070803, 5569471, 951590]"
1152,1153,"[982469, 872137, 1070803, 1062966, 866871]"
1153,1154,"[1021324, 872137, 918046, 971983, 1053690]"
1154,1155,"[12731432, 872137, 1070803, 840361, 1016800]"
1155,1156,"[874972, 1070803, 1082185, 15926886, 844165]"
1156,1157,"[959737, 1070803, 1127831, 1108854, 951590]"
1157,1158,"[863762, 1070803, 918046, 1019637, 8090521]"
1158,1159,"[852015, 1018050, 1070803, 1050741, 7025106]"
1159,1160,"[917384, 1070803, 1127831, 969866, 12301100]"
1160,1161,"[1075007, 872137, 1018050, 8090537, 981760]"
1161,1162,"[874972, 1106523, 951590, 1082185, 1127831]"
1162,1163,"[1134483, 1106523, 5569230, 1106301, 859075]"
1163,1164,"[1079913, 872137, 1070803, 901062, 1082185]"
1164,1165,"[879734, 872137, 1070803, 1029252, 944139]"
1165,1166,"[906844, 1068957, 1106523, 967476, 1003649]"
1166,1167,"[863762, 1070803, 854852, 964521, 8019977]"
1167,1168,"[878715, 872137, 1070803, 983584, 895268]"
1168,1169,"[1038663, 1070803, 951590, 1004950, 992985]"
1169,1170,"[874972, 1082185, 1106523, 951590, 1127831]"
1170,1171,"[864893, 872137, 1082185, 1075368, 919534]"
1171,1172,"[1029688, 1070803, 1127831, 963686, 911017]"
1172,1173,"[874972, 872137, 1070803, 1102959, 13842214]"
1173,1174,"[9677366, 1070803, 5569230, 1093603, 1048237]"
1174,1175,"[9677366, 1070803, 951590, 963365, 7166791]"
1175,1176,"[874972, 1029743, 1082185, 951590, 1127831]"
1176,1177,"[874972, 872137, 919534, 990897, 1062002]"
1177,1178,"[956599, 1070803, 1127831, 6534074, 916122]"
1178,1179,"[12262978, 1070803, 1029112, 1065979, 1076769]"
1179,1180,"[836445, 1070803, 1127831, 858302, 965766]"
1180,1181,"[874972, 1127831, 951590, 1075368, 1065331]"
1181,1182,"[874972, 872137, 1070803, 880150, 1044078]"
1182,1183,"[874972, 1029743, 1082185, 951590, 1127831]"
1183,1184,"[874972, 1029743, 981760, 1082185, 951590]"
1184,1185,"[1013928, 872137, 1070803, 844179, 965766]"
1185,1186,"[1048257, 1070803, 951590, 1094924, 833724]"
1186,1187,"[982469, 1070803, 5569230, 6979753, 1038462]"
1187,1188,"[1014732, 1048237, 918046, 825176, 15926844]"
1188,1189,"[904997, 872137, 1070803, 1015296, 969866]"
1189,1190,"[919766, 1070803, 951590, 1116635, 1095040]"
1190,1191,"[874972, 872137, 1117219, 890695, 999104]"
1191,1192,"[874972, 872137, 1082185, 859075, 1039781]"
1192,1193,"[1013928, 1070803, 1127831, 1086119, 1075470]"
1193,1194,"[1000753, 872137, 1070803, 910473, 1022254]"
1194,1195,"[959737, 872137, 1082185, 923746, 901656]"
1195,1196,"[5568758, 872137, 1070803, 873627, 1096458]"
1196,1197,"[852015, 1070803, 820486, 1019883, 1109374]"
1197,1198,"[970747, 872137, 1070803, 900586, 1048237]"
1198,1199,"[874972, 1082185, 1106523, 951590, 1127831]"
1199,1200,"[970866, 872137, 1070803, 9881593, 9881592]"
1200,1201,"[866548, 872137, 1070803, 1106428, 1004097]"
1201,1202,"[906844, 872137, 919534, 845208, 5567148]"
1202,1203,"[982469, 1070803, 5569230, 904435, 1027068]"
1203,1204,"[852015, 872137, 7024847, 917033, 926905]"
1204,1205,"[1103808, 1070803, 1029112, 1044805, 1092026]"
1205,1206,"[836445, 1070803, 5569230, 1043751, 12302069]"
1206,1207,"[933354, 872137, 1070803, 5569374, 888111]"
1207,1208,"[1034176, 872137, 1070803, 999858, 959985]"
1208,1209,"[874972, 872137, 919534, 986912, 1029743]"
1209,1210,"[874972, 872137, 1070803, 1082185, 12263788]"
1210,1211,"[12262978, 1070803, 951590, 1037631, 918598]"
1211,1212,"[874972, 1082185, 1106523, 951590, 1127831]"
1212,1213,"[1129049, 872137, 1070803, 1075470, 885697]"
1213,1214,"[874972, 1029743, 1082185, 951590, 1127831]"
1214,1215,"[874972, 872137, 919534, 1110572, 1011300]"
1215,1216,"[1129049, 1048237, 7024847, 946995, 9859128]"
1216,1217,"[1075007, 1070803, 1127831, 962229, 12384775]"
1217,1218,"[906844, 868888, 1117219, 1027168, 999104]"
1218,1219,"[874972, 872137, 1082185, 844179, 934369]"
1219,1220,"[874972, 872137, 1082185, 828106, 908318]"
1220,1221,"[1034176, 872137, 1070803, 873627, 1029743]"
1221,1222,"[879734, 1070803, 1068957, 849505, 1004950]"
1222,1223,"[930283, 872137, 1082185, 862335, 1021324]"
1223,1224,"[12262978, 820486, 1070803, 969866, 939636]"
1224,1225,"[863762, 872137, 1070803, 1096317, 1106301]"
1225,1226,"[906335, 1070803, 1029743, 890695, 997796]"
1226,1227,"[874972, 872137, 919534, 5568378, 1053690]"
1227,1228,"[1110111, 1070803, 1070820, 983795, 1021519]"
1228,1229,"[956599, 1029743, 1044078, 1092303, 965842]"
1229,1230,"[1065538, 872137, 919534, 1082990, 1067749]"
1230,1231,"[874972, 872137, 1070803, 1092149, 8090541]"
1231,1232,"[874972, 1029743, 951590, 1082185, 1127831]"
1232,1233,"[874972, 1029743, 951590, 1082185, 1127831]"
1233,1234,"[933354, 1070803, 951590, 1042702, 8090556]"
1234,1235,"[874972, 1029743, 1082185, 951590, 1127831]"
1235,1236,"[930283, 1070803, 1127831, 965766, 8090521]"
1236,1237,"[848029, 872137, 1070803, 1044078, 821083]"
1237,1238,"[970747, 1070803, 1044078, 829323, 962229]"
1238,1239,"[833940, 911017, 1070803, 1103105, 12384431]"
1239,1240,"[959737, 1070803, 1029743, 856345, 1036347]"
1240,1241,"[874972, 1082185, 951590, 1029743, 1106523]"
1241,1242,"[874972, 1029743, 951590, 1082185, 1127831]"
1242,1243,"[874972, 872137, 919534, 916122, 1053690]"
1243,1244,"[874972, 872137, 1117219, 961554, 871909]"
1244,1245,"[874972, 1070803, 1082185, 950206, 819308]"
1245,1246,"[1108094, 1070803, 951590, 964521, 966684]"
1246,1247,"[12731685, 1070803, 1117219, 921504, 1082454]"
1247,1248,"[829291, 1070803, 1127831, 885290, 866755]"
1248,1249,"[874972, 872137, 919534, 7025106, 969419]"
1249,1250,"[874972, 872137, 919534, 910032, 905436]"
1250,1251,"[874972, 872137, 919534, 869573, 881154]"
1251,1252,"[1000753, 1082185, 5569230, 951590, 1062002]"
1252,1253,"[1048257, 872137, 1082185, 999779, 820486]"
1253,1254,"[874972, 1082185, 1106523, 951590, 1127831]"
1254,1255,"[947858, 872137, 919534, 894439, 1072523]"
1255,1256,"[938138, 872137, 1070803, 943393, 1073775]"
1256,1257,"[833940, 872137, 1070803, 1077540, 7167945]"
1257,1258,"[849202, 1070803, 951590, 821787, 852600]"
1258,1259,"[1082627, 872137, 1070803, 6533608, 960732]"
1259,1260,"[9677366, 1070803, 951590, 999104, 971807]"
1260,1261,"[1075007, 1070803, 5569230, 1056212, 5565925]"
1261,1262,"[874972, 951590, 1127831, 1029743, 1082185]"
1262,1263,"[12262778, 1070803, 5569230, 919534, 1002261]"
1263,1264,"[1134483, 1070803, 1082185, 916990, 1083787]"
1264,1265,"[1054402, 872137, 1070803, 1121624, 1067606]"
1265,1266,"[12810391, 872137, 1082185, 1085604, 863447]"
1266,1267,"[1108094, 872137, 1070803, 1130763, 916122]"
1267,1268,"[874972, 1070803, 1127831, 955431, 1110244]"
1268,1269,"[12262978, 1048237, 1070803, 908318, 1100972]"
1269,1270,"[1082627, 916122, 844179, 1026118, 856060]"
1270,1271,"[12262830, 1070803, 5569230, 978343, 935126]"
1271,1272,"[1048257, 911017, 1070803, 868764, 1070845]"
1272,1273,"[874972, 872137, 919534, 844179, 854852]"
1273,1274,"[919766, 918046, 820486, 879504, 963835]"
1274,1275,"[874972, 1029743, 1082185, 951590, 1127831]"
1275,1276,"[874972, 1029743, 951590, 1082185, 1127831]"
1276,1277,"[1015785, 1070803, 918046, 7441210, 1137346]"
1277,1278,"[874972, 951590, 995242, 1082185, 1127831]"
1278,1279,"[904997, 1126899, 916122, 969866, 1036347]"
1279,1280,"[874972, 1029743, 1082185, 951590, 1127831]"
1280,1281,"[874972, 872137, 1070803, 1044078, 1053690]"
1281,1282,"[9835223, 1070803, 1048237, 1086483, 1092502]"
1282,1283,"[874972, 872137, 1082185, 950824, 1039781]"
1283,1284,"[864893, 872137, 1070803, 5569792, 1044078]"
1284,1285,"[852015, 1070803, 951590, 1035676, 831390]"
1285,1286,"[874972, 872137, 1070803, 1106523, 937626]"
1286,1287,"[848029, 1070803, 1082185, 1130375, 943169]"
1287,1288,"[1034176, 872137, 1070803, 897954, 1081177]"
1288,1289,"[1075007, 872137, 1082185, 1064213, 1055155]"
1289,1290,"[1025535, 872137, 1070803, 1081177, 916122]"
1290,1291,"[874972, 1070803, 1117219, 851188, 962229]"
1291,1292,"[12810464, 872137, 1070803, 923670, 935570]"
1292,1293,"[874972, 872137, 1070803, 944534, 12302069]"
1293,1294,"[878715, 1070803, 1106523, 833458, 1043494]"
1294,1295,"[852015, 872137, 1070803, 1076875, 844165]"
1295,1296,"[874972, 872137, 1070803, 935578, 901062]"
1296,1297,"[1048507, 872137, 5569230, 1026118, 1007269]"
1297,1298,"[874972, 872137, 1070803, 931255, 832678]"
1298,1299,"[1075007, 1070803, 951590, 1043663, 913210]"
1299,1300,"[899019, 872137, 1070803, 9245108, 1055504]"
1300,1301,"[874972, 1029743, 951590, 1082185, 1127831]"
1301,1302,"[874972, 872137, 1082185, 1044078, 1127716]"
1302,1303,"[906844, 1070803, 1082185, 1005172, 8090539]"
1303,1304,"[1118623, 872137, 1070803, 871611, 923746]"
1304,1305,"[1013928, 1070803, 1127831, 1135868, 885795]"
1305,1306,"[1013928, 1070803, 1082185, 12301839, 892531]"
1306,1307,"[5568758, 872137, 1070803, 951197, 991874]"
1307,1308,"[874972, 1106523, 951590, 1082185, 1127831]"
1308,1309,"[874972, 1029743, 1082185, 951590, 1127831]"
1309,1310,"[874972, 872137, 1082185, 13877192, 1082990]"
1310,1311,"[938138, 872137, 1070803, 850102, 865456]"
1311,1312,"[1082627, 1067443, 1106523, 1039781, 919534]"
1312,1313,"[874972, 872137, 1070803, 8090521, 1029743]"
1313,1314,"[879734, 918046, 1070803, 963365, 1050741]"
1314,1315,"[874972, 872137, 1070803, 15926927, 5569845]"
1315,1316,"[829291, 1117219, 1070803, 982790, 919534]"
1316,1317,"[833940, 1070803, 1127831, 5568489, 7442008]"
1317,1318,"[8203342, 1070803, 1127831, 963835, 919596]"
1318,1319,"[878715, 872137, 1070803, 880150, 5569845]"
1319,1320,"[12731432, 872137, 919534, 845715, 972665]"
1320,1321,"[947858, 872137, 1070803, 1075470, 996156]"
1321,1322,"[874972, 1029743, 1082185, 951590, 1127831]"
1322,1323,"[874972, 1029743, 1082185, 951590, 1127831]"
1323,1324,"[959737, 1070803, 916122, 907647, 832678]"
1324,1325,"[8203342, 872137, 1070803, 907099, 837270]"
1325,1326,"[948670, 1070803, 1106523, 945662, 962229]"
1326,1327,"[874972, 1029743, 951590, 1082185, 1127831]"
1327,1328,"[1025535, 872137, 1070803, 922561, 844165]"
1328,1329,"[1004436, 872137, 1070803, 986912, 908531]"
1329,1330,"[849202, 872137, 1070803, 856252, 987562]"
1330,1331,"[1065538, 872137, 918046, 1041796, 1029743]"
1331,1332,"[1079913, 872137, 1070803, 996028, 986912]"
1332,1333,"[1029688, 1117219, 1070803, 1069003, 1115175]"
1333,1334,"[852015, 872137, 1082185, 1110042, 844759]"
1334,1335,"[5568758, 872137, 1082185, 1027372, 878996]"
1335,1336,"[9835223, 820486, 1070803, 1138443, 883003]"
1336,1337,"[833940, 1070803, 1106523, 952317, 962229]"
1337,1338,"[848029, 872137, 1070803, 996425, 1092026]"
1338,1339,"[874972, 872137, 919534, 8090532, 5569230]"
1339,1340,"[1004436, 872137, 1070803, 8090956, 835279]"
1340,1341,"[874972, 872137, 919534, 1009368, 9859112]"
1341,1342,"[874972, 1029743, 1082185, 951590, 1127831]"
1342,1343,"[874972, 1082185, 1106523, 951590, 1127831]"
1343,1344,"[8203342, 1070803, 1127831, 945662, 883932]"
1344,1345,"[1004436, 872137, 1070803, 5569845, 838186]"
1345,1346,"[5568758, 872137, 1082185, 5574377, 903738]"
1346,1347,"[849202, 872137, 1070803, 1107553, 917033]"
1347,1348,"[874972, 872137, 919534, 879528, 866211]"
1348,1349,"[849202, 1070803, 1127831, 1010190, 1021519]"
1349,1350,"[836445, 1070803, 1082185, 1052912, 872137]"
1350,1351,"[1057749, 872137, 919534, 889692, 5568072]"
1351,1352,"[968072, 820486, 1070803, 915493, 823099]"
1352,1353,"[1002787, 1070803, 951590, 1137346, 15926844]"
1353,1354,"[5569615, 1070803, 5569230, 12648296, 9527159]"
1354,1355,"[874972, 872137, 919534, 1022254, 871756]"
1355,1356,"[874972, 1082185, 1127831, 1102829, 5569230]"
1356,1357,"[866548, 872137, 1082185, 860975, 1070820]"
1357,1358,"[1110111, 1070803, 1127831, 12949590, 8090509]"
1358,1359,"[1129049, 872137, 1082185, 883003, 916122]"
1359,1360,"[874972, 1029743, 951590, 1082185, 1127831]"
1360,1361,"[874972, 1082185, 1106523, 951590, 1127831]"
1361,1362,"[1065017, 872137, 919534, 7168026, 1105488]"
1362,1363,"[938138, 1070803, 951590, 1034956, 1082212]"
1363,1364,"[874972, 1070803, 1082185, 1022254, 1029743]"
1364,1365,"[874972, 1029743, 1082185, 951590, 1127831]"
1365,1366,"[860248, 1117219, 1082185, 922561, 9934800]"
1366,1367,"[970866, 1070803, 1018050, 8090550, 1116635]"
1367,1368,"[12262978, 872137, 1070803, 1023226, 1078652]"
1368,1369,"[874972, 872137, 1070803, 1011926, 845307]"
1369,1370,"[1000753, 1082185, 951590, 1068957, 919534]"
1370,1371,"[874972, 1106523, 1127831, 1082185, 951590]"
1371,1372,"[874972, 872137, 1117219, 1125391, 1017838]"
1372,1373,"[874972, 872137, 919534, 6034857, 1042907]"
1373,1374,"[1118623, 1117219, 916122, 944534, 1093603]"
1374,1375,"[899019, 1070803, 5569230, 1013641, 942817]"
1375,1376,"[1034176, 1068957, 1117219, 6534077, 1027168]"
1376,1377,"[956599, 872137, 1070803, 964221, 978343]"
1377,1378,"[1134483, 1070803, 5569230, 909268, 1097001]"
1378,1379,"[956599, 1070803, 1106523, 1010190, 5568072]"
1379,1380,"[8203342, 872137, 1070803, 867138, 5577022]"
1380,1381,"[874972, 872137, 919534, 956672, 914318]"
1381,1382,"[1082627, 1070803, 1127831, 1115228, 1106523]"
